标题,"简写作者,期刊,时间,出版商",简写摘要,引用,被引用次数,文献链接
"Hello, it's GPT-2--how can I help you? towards the use of pretrained language models for task-oriented dialogue systems","P Budzianowski, I Vulić - arXiv preprint arXiv:1907.05774, 2019 - arxiv.org","… We use the open-source implementation of the GPT architecture that provides both GPT
and GPT-2 fine-tunable checkpoints.Following previous work (Radford et al., 2018; Wolf et al.…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""145a01ff-7f31-4239-b7c7-c907d9403fe2"")>",被引用次数：246,https://arxiv.org/pdf/1907.05774
GPT-3: What's it good for?,"R Dale - Natural Language Engineering, 2021 - cambridge.org","GPT-3 made the mainstream media headlines this year, generating far more interest than
we’d normally expect of a technical advance in NLP. People are fascinated by its ability to …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""ab7460dc-04f3-4e78-ab28-0227c1e556ee"")>",被引用次数：246,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0E05CFE68A7AC8BF794C8ECBE28AA990/S1351324920000601a.pdf/gpt3_whats_it_good_for.pdf
Sparks of artificial general intelligence: Early experiments with gpt-4,"S Bubeck, V Chandrasekaran, R Eldan… - arXiv preprint arXiv …, 2023 - arxiv.org","… GPT-4’s performance is strikingly close to human-level performance, and often vastly surpasses
prior models such as ChatGPT. Given the breadth and depth of GPT… exploration of GPT-4…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""b95c904f-1488-445d-af33-346f3f0a88e7"")>",被引用次数：246,https://arxiv.org/pdf/2303.12712
Gpt-neox-20b: An open-source autoregressive language model,"S Black, S Biderman, E Hallahan, Q Anthony… - arXiv preprint arXiv …, 2022 - arxiv.org","… In studying GPT-NeoX-20B, we find several noteworthy phenomena at odds with the … to
GPT-3 and doesn’t apply to either GPT-NeoX-20B or FairSeq models. Finally, we find that GPT-…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""43074c35-3fbb-4693-8a60-e88f4510ab55"")>",被引用次数：246,https://arxiv.org/pdf/2204.06745
End-to-end neural pipeline for goal-oriented dialogue systems using GPT-2,"D Ham, JG Lee, Y Jang, KE Kim - … of the 58th annual meeting of …, 2020 - aclanthology.org","… Our system consists of (1) the GPT-2 model finetuned on the delexicalized version of …
mentioned before, GPT-2 invokes the query module to interact with the database. However, GPT-2 …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""fe97cbd2-3888-40f9-b4b8-ad513eee0ffb"")>",被引用次数：246,https://aclanthology.org/2020.acl-main.54.pdf
The radicalization risks of GPT-3 and advanced neural language models,"K McGuffie, A Newhouse - arXiv preprint arXiv:2009.06807, 2020 - arxiv.org","… radical ideologies, we find that GPT-3 demonstrates significant improvement over its
predecessor, GPT-2, in generating extremist texts. We also show GPT-3's strength in generating text …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""6e345117-b3bb-47ac-a319-a722dba028d6"")>",被引用次数：246,"https://arxiv.org/pdf/2009.06807.pdf),"
Locating and editing factual associations in GPT,"K Meng, D Bau, A Andonian… - Advances in Neural …, 2022 - proceedings.neurips.cc","… 2021), but GPT has architectural differences such as … activations within GPT using causal
mediation analysis (Pearl… Then to elicit the fact in GPT, we provide a natural language …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""ce7bf0ee-7dbf-4e08-8e9b-2bc5054aa128"")>",被引用次数：246,https://proceedings.neurips.cc/paper_files/paper/2022/file/6f1d43d5a82a37e89b0665b33bf3a182-Paper-Conference.pdf
Ubar: Towards fully end-to-end task-oriented dialog system with gpt-2,"Y Yang, Y Li, X Quan - Proceedings of the AAAI Conference on Artificial …, 2021 - ojs.aaai.org","This paper presents our task-oriented dialog system UBAR which models task-oriented
dialogs on a dialog session level. Specifically, UBAR is acquired by fine-tuning the large pre-…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""c1b60a61-43fc-420d-b1f0-da825c5e4d88"")>",被引用次数：246,https://ojs.aaai.org/index.php/AAAI/article/view/17674/17481
Patent claim generation by fine-tuning OpenAI GPT-2,"JS Lee, J Hsiang - World Patent Information, 2020 - Elsevier","… on fine-tuning an OpenAI GPT-2 pre-trained model for generating patent claims. GPT-2 has
… patent claims by machines and being the first to apply GPT-2 to patent claim generation, (2) …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""266d94a7-36c1-437e-9f97-e17a548027c4"")>",被引用次数：246,https://arxiv.org/pdf/1907.02052
Bailando: 3d dance generation by actor-critic gpt with choreographic memory,"L Siyao, W Yu, T Gu, C Lin, Q Wang… - Proceedings of the …, 2022 - openaccess.thecvf.com","… Then, we introduce a motion GPT to translate the music feature and source pose codes
to … beats, we propose actor critic learning on the motion GPT with our newly designed beat-align …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""908c7077-6790-46c1-b697-85015db22573"")>",被引用次数：246,http://openaccess.thecvf.com/content/CVPR2022/papers/Siyao_Bailando_3D_Dance_Generation_by_Actor-Critic_GPT_With_Choreographic_Memory_CVPR_2022_paper.pdf
"Changes with different diets in plasma enzymes (GOT, GPT, LDH, ALP) and plasma lipids (cholesterol, triglycerides) of sea-bass (Dicentrarchus labrax)","P Lemaire, P Drai, A Mathieu, S Lemaire, S Carriere… - Aquaculture, 1991 - Elsevier","… Initial GPT activity was 4 to 5 times higher in the fish given diets A and B than in the wild
fish, … GPT levels decreased regularly thereafter for the fish given diet B; by contrast, GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""ca01ec0f-c1f3-40fc-9bb5-2f8ef5e7f94f"")>",被引用次数：187,没有链接
Testing of global pressure/temperature (GPT) model and global mapping function (GMF) in GPS analyses,"J Kouba - Journal of Geodesy, 2009 - Springer","… for by the seasonal GPT model pressure values or the a … data for a priori z h , the GPT-based
PPP height repeatabilities are … larger than those caused by the GPT a priori pressure errors. …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""290dd6de-758a-49c7-bc3f-859019630742"")>",被引用次数：187,https://www.researchgate.net/profile/Jan-Kouba/publication/226357140_Testing_of_global_pressuretemperature_GPT_model_and_global_mapping_function_GMF_in_GPS_analyses/links/54381e1d0cf204cab1d59e0f/Testing-of-global-pressure-temperature-GPT-model-and-global-mapping-function-GMF-in-GPS-analyses.pdf
AI as the next GPT: a Political-Economy Perspective,M Trajtenberg - 2018 - nber.org,"… Yet, as many occupations will indeed vanish with the advent of AI as the new General
Purpose Technology (GPT), we should search for ways to ameliorate the detrimental effects of AI, …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""69c37275-3c28-45f0-be52-04b342db2887"")>",被引用次数：187,https://www.nber.org/system/files/working_papers/w24245/w24245.pdf
CD20-TCB with Obinutuzumab Pretreatment as Next-Generation Treatment of Hematologic MalignanciesCD20-TCB with Gpt in Hematologic Malignancies,"M Bacac, S Colombetti, S Herter, J Sam, M Perro… - Clinical Cancer …, 2018 - AACR","… single administration of obinutuzumab (Gazyva pretreatment, Gpt) prior to the first infusion
of CD20-TCB. Our data provide evidence that Gpt abrogated cytokine release of the first CD20…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""b0123327-0a6c-4fc8-aaa6-ba16390b4ca9"")>",被引用次数：187,没有链接
Gender and representation bias in GPT-3 generated stories,"L Lucy, D Bamman - Proceedings of the Third Workshop on …, 2021 - aclanthology.org","… Our experiments compare GPT-3’s stories with literature as a … GPT-3 stories, as well as the
amount of attention given to characters’ appearances, intellect, and power. We find that GPT-3’…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""5568256d-fcc8-4f07-8560-f34990afd5e6"")>",被引用次数：187,https://aclanthology.org/2021.nuse-1.5.pdf
As good as new. how to successfully recycle english gpt-2 to make models for other languages,"W de Vries, M Nissim - arXiv preprint arXiv:2012.05628, 2020 - arxiv.org","… GPT-2 to … GPT-2 small to the GPT-2 medium embedding space. This method minimises the
amount of training and prevents losing information during adaptation that was learned by GPT…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""b10a0307-40d3-4510-94d8-fee3bd925179"")>",被引用次数：187,https://arxiv.org/pdf/2012.05628
"… of sublethal ammonia concentrations on common carp (Cyprinus carpio L.). II. Effect of ammonia on blood plasma transaminases (GOT, GPT), G1DH enzyme activity …","G Jeney, J Nemcsok, ZS Jeney, J Olah - Aquaculture, 1992 - Elsevier","… Effects of ammonia during the 96-h treatment were significantly increased blood serum GOT,
GPT … The enzyme GPT was very sensitive to environmental changes. The potential role of …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""1cc4689e-17f4-415f-af4f-50e9504e522a"")>",被引用次数：187,没有链接
[HTML] Genotoxic responses to titanium dioxide nanoparticles and fullerene in gpt delta transgenic MEF cells,"A Xu, Y Chai, T Nohmi, TK Hei - Particle and …, 2009 - particleandfibretoxicology …","Titanium dioxide (TiO2) nanoparticles and fullerene (C60) are two attractive manufactured
nanoparticles with great promise in industrial and medical applications. However, little is …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""752339b7-8c17-4790-b71e-d2a71a5257cb"")>",被引用次数：187,https://particleandfibretoxicology.biomedcentral.com/articles/10.1186/1743-8977-6-3
"Revolutionizing radiology with GPT-based models: Current applications, future possibilities and limitations of ChatGPT","A Lecler, L Duron, P Soyer - Diagnostic and Interventional Imaging, 2023 - Elsevier","… of GPT-based … for GPT-based models in the field of radiology at large will be developed,
further enhancing the role of technology in the diagnostic process. ChatGPT is a variant of GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""b009b37c-a802-4034-bece-acc67d4d0f2c"")>",被引用次数：187,没有链接
"Benefits, limits, and risks of GPT-4 as an AI Chatbot for medicine","P Lee, S Bubeck, J Petro - New England Journal of Medicine, 2023 - Mass Medical Soc","… The interaction shown in Panel C is a new session in which GPT-4 was asked to read and
validate the conversation shown in Panels A and B, and in doing so, GPT-4 detected the …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""03e791e9-ae1f-4393-9bbc-736bd5ab0b97"")>",被引用次数：187,没有链接
The internet as a GPT: factor market implications,"RG Harris - General purpose technologies and economic growth, 1998 - books.google.com","The concept of a general purpose technology is subject to a variety of interpretations as
discussed by Lipsey et al. in chapter 2. The original analytical models of Bresnahan and …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""6c4e49e5-5dde-4bca-b4bf-5b0820bb1364"")>",被引用次数：142,没有链接
Capabilities of gpt-4 on medical challenge problems,"H Nori, N King, SM McKinney, D Carignan… - arXiv preprint arXiv …, 2023 - arxiv.org","… GPT-4 on medical challenge problems. To establish strong baselines for comparison, we
evaluate GPT-4 against GPT-… -of-the-box” performance numbers for GPT-4. To that end, we use …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""f9b7fae8-b954-45f4-969b-6b81cda398ca"")>",被引用次数：142,https://arxiv.org/pdf/2303.13375
How good are gpt models at machine translation? a comprehensive evaluation,"A Hendy, M Abdelrehim, A Sharaf, V Raunak… - arXiv preprint arXiv …, 2023 - arxiv.org","… Our results show that GPT models achieve very competitive … We also show that hybrid
approaches, which combine GPT … understand the characteristics of GPT translations. We hope that …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""cc087c6c-0044-4729-a146-88306d751739"")>",被引用次数：142,https://arxiv.org/pdf/2302.09210
Potential use of Chat GPT in global warming,"SS Biswas - Annals of biomedical engineering, 2023 - Springer","… concepts GPT was trained on a large corpus of text, but it may … GPT may not have the ability
to understand the context in which questions are being asked. (3) Bias in training data GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""82b756bc-8317-460c-94c4-b17242df7651"")>",被引用次数：142,没有链接
Acclimation of metabolism to light in Arabidopsis thaliana: the glucose 6‐phosphate/phosphate translocator GPT2 directs metabolic acclimation,"BC Dyson, JW Allwood, R Feil, YUN Xu… - Plant, cell & …, 2015 - Wiley Online Library","… Here, we examine the impact of GPT 2 on leaf metabolism … We suggest that GPT 2 activity
results in the net import of glucose … We suggest that GPT 2 alters the distribution of metabolites …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""88cc5462-158e-41ac-9874-8ba6fdd0aaf0"")>",被引用次数：142,https://onlinelibrary.wiley.com/doi/pdf/10.1111/pce.12495
[引用] Who Were the 10 Best and 10 Worst US Presidents? The Opinion of Chat GPT (Artificial Intelligence),"RW McGee - … Opinion of Chat GPT (Artificial Intelligence)(February …, 2023",无,"<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""4ae5f9d4-1833-444f-8e5e-1b206d19c0ad"")>",被引用次数：142,https://www.researchgate.net/profile/Robert-Mcgee-5/publication/368719515_WHO_WERE_THE_10_BEST_AND_10_WORST_US_PRESIDENTS_The_Opinion_of_Chat_GPT_Artificial_Intelligence/links/63f701b10cf1030a5643cb93/WHO-WERE-THE-10-BEST-AND-10-WORST-US-PRESIDENTS-The-Opinion-of-Chat-GPT-Artificial-Intelligence.pdf
Unleash GPT-2 power for event detection,"APB Veyseh, V Lai, F Dernoncourt… - Proceedings of the 59th …, 2021 - aclanthology.org","… for the fine-tuning of GPT to differentiate event types and produce high-quality data. To
this end, instead of directly generating data for ED, we propose to use GPT-2 to only generate …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""a74da3a5-1f82-44ac-ae4c-71722a9ea314"")>",被引用次数：142,https://aclanthology.org/2021.acl-long.490.pdf
Want to reduce labeling cost? GPT-3 can help,"S Wang, Y Liu, Y Xu, C Zhu, M Zeng - arXiv preprint arXiv:2108.13487, 2021 - arxiv.org","… models trained with GPT-3 labels can achieve better performance than raw GPT-3. … GPT-3
labeling. Finally, we propose active labeling to leverage the advantages from human and GPT-…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""c701cf52-82aa-4892-8ae0-1f78890d142d"")>",被引用次数：142,https://arxiv.org/pdf/2108.13487
"Exploring transformers in natural language generation: Gpt, bert, and xlnet","MO Topal, A Bas, I van Heerden - arXiv preprint arXiv:2102.08036, 2021 - arxiv.org","… We analyze the implications of three key Transformerbased models—GPT-3, BERT, and
XLNet… models, but their focus on Transformers is limited and does not include GPT-3 or XLNet. …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""3ba976ec-22ba-43fe-bfb3-550c6971079e"")>",被引用次数：142,https://arxiv.org/pdf/2102.08036
Instruction tuning with gpt-4,"B Peng, C Li, P He, M Galley, J Gao - arXiv preprint arXiv:2304.03277, 2023 - arxiv.org","… instruction-following data generated by GPT-4 leads to superior zero-… GPT-4 to enable a
comprehensive evaluation and reward model training. We make our data generated using GPT…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""b9e0079a-3be8-490b-820b-235dff3022f5"")>",被引用次数：142,https://arxiv.org/pdf/2304.03277
A new structural attack for GPT and variants,"R Overbeck - Progress in Cryptology–Mycrypt 2005: First …, 2005 - Springer","… In this paper we build a new structural attack on the GPT cryptosystem. Unlike Gibson’s attacks
… the GPT cryptosystem and its Niederreiter variant. Finally we show how to attack the GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""76b390b5-0a2c-497e-a329-85d4051ee57d"")>",被引用次数：93,没有链接
Sgpt: Gpt sentence embeddings for semantic search,"N Muennighoff - arXiv preprint arXiv:2202.08904, 2022 - arxiv.org","GPT transformers are the largest language models available, yet semantic search is dominated
by BERT transformers. We present SGPT-BE and SGPT-CE for applying GPT models as …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""47e44b94-a6d5-4fdd-b744-58ebb5b42821"")>",被引用次数：93,https://arxiv.org/pdf/2202.08904
Automatic text summarization of covid-19 medical research articles using bert and gpt-2,"V Kieuvongngam, B Tan, Y Niu - arXiv preprint arXiv:2006.01997, 2020 - arxiv.org","With the COVID-19 pandemic, there is a growing urgency for medical community to keep up
with the accelerating growth in the new coronavirus-related literature. As a result, the COVID-…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""d19d3fa0-8925-4e88-ab44-6ea545caccab"")>",被引用次数：93,https://arxiv.org/pdf/2006.01997
"Human glutamate pyruvate transaminase (GPT): localization to 8q24. 3, cDNA and genomic sequences, and polymorphic sites","MM Sohocki, LS Sullivan, WR Harrison, EJ Sodergren… - Genomics, 1997 - Elsevier","… cDNA and genomic clones of GPT. We have definitively mapped human GPT to the …
The rat gpt cDNA was labeled by the random primer GPT cDNA. A human liver cDNA library, …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""25efbaee-d3a6-4158-959c-2b8ffcf1b232"")>",被引用次数：93,没有链接
Is chat gpt biased against conservatives? an empirical study,"RW McGee - An Empirical Study (February 15, 2023), 2023 - papers.ssrn.com","This paper used Chat GPT to create Irish Limericks. During the creation process, a pattern
was observed that seemed to create positive Limericks for liberal politicians and negative …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""944a5411-605b-466b-8067-a631fa2696ec"")>",被引用次数：93,https://www.researchgate.net/profile/Robert-Mcgee-5/publication/368621918_Is_Chat_Gpt_Biased_Against_Conservatives_An_Empirical_Study/links/641caf9da1b72772e420b3b4/Is-Chat-Gpt-Biased-Against-Conservatives-An-Empirical-Study.pdf
[引用] Annie Chan: Three Short Stories Written with Chat GPT,"RW McGee - Available at SSRN 4359403, 2023",无,"<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""d8dd95ad-cd96-4093-b2e0-cc8ad2bbb5d0"")>",被引用次数：93,https://www.researchgate.net/profile/Robert-Mcgee-5/publication/368536148_ANNIE_CHAN_Three_Short_Stories_Written_with_Chat_GPT/links/63ed35b531cb6a6d1d04768b/ANNIE-CHAN-Three-Short-Stories-Written-with-Chat-GPT.pdf
Generalized perturbation theory (GPT) methods. A heuristic approach,"A Gandini - Advances in Nuclear Science and Technology …, 1987 - Springer","… Basing on a long experience on GPT methods, it is the purpose of this work to illustrate
the GPT methodology in a self-consistent way and extensively, in order to cover a variety of …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""f67887ff-7d31-4be5-acb8-c813774fbcd3"")>",被引用次数：93,没有链接
Gpt-based generation for classical chinese poetry,"Y Liao, Y Wang, Q Liu, X Jiang - arXiv preprint arXiv:1907.00151, 2019 - arxiv.org","… In contrast with the existing methods, we propose a poetry generation method based on
the pre-trained model GPT. The underlying model of our proposed method is simply a GPT …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""c077b8c3-5dd1-4d82-9484-5dbe09ec9ac4"")>",被引用次数：93,https://arxiv.org/pdf/1907.00151
[HTML] Artificial Intelligence and Ten Societal Megatrends: An Exploratory Study Using GPT-3,"D Haluza, D Jungwirth - Systems, 2023 - mdpi.com","This paper examines the potential of artificial intelligence (AI) to address societal megatrends,
with a specific focus on OpenAI’s Generative Pre-Trained Transformer 3 (GPT-3). To do …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""2a15a3ef-bdee-4aa8-99f7-579fb713facd"")>",被引用次数：93,https://www.mdpi.com/2079-8954/11/3/120
NLX-GPT: A model for natural language explanations in vision and vision-language tasks,"F Sammani, T Mukherjee… - Proceedings of the …, 2022 - openaccess.thecvf.com","… model (aka, explanation model), eg, GPT. Other than the additional memory resources and
inference … We introduce NLX-GPT, a general, compact and faithful language model that can …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""3945e17a-cfd9-4035-82b8-3d4e9663ad60"")>",被引用次数：93,https://openaccess.thecvf.com/content/CVPR2022/papers/Sammani_NLX-GPT_A_Model_for_Natural_Language_Explanations_in_Vision_and_CVPR_2022_paper.pdf
Detecting hate speech with gpt-3,"KL Chiu, A Collins, R Alexander - arXiv preprint arXiv:2103.12407, 2021 - arxiv.org","… such as OpenAI’s GPT-3 can generate hateful … GPT-3 to identify sexist and racist text passages
with zero-, one-, and few-shot learning. We find that with zero- and one-shot learning, GPT…","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""153d9dfa-79ed-4bf2-ad0c-cfa6d1694b12"")>",被引用次数：31,https://arxiv.org/pdf/2103.12407
Enhanced Spontaneous and Benzo(a)pyrene-Induced Mutations in the Lung of Nrf2-Deficient gpt Delta Mice,"Y Aoki, AH Hashimoto, K Amanuma, M Matsumoto… - Cancer research, 2007 - AACR","… transgenic mice harboring guanine phosphoribosyltransferase (gpt) gene as a target gene
… +/− ::gpt and nrf2 −/− ::gpt mice. The spontaneous mutation frequency of the gpt gene in the …","<selenium.webdriver.remote.webelement.WebElement (session=""5046c79aea5ea6d15e7e98771040090b"", element=""7abf9fc1-3a32-4966-9227-479c91339849"")>",被引用次数：31,https://www.researchgate.net/profile/Ken-Itoh/publication/6262255_Enhanced_Spontaneous_and_Benzoapyrene-Induced_Mutations_in_the_Lung_of_Nrf2-Deficient_gpt_Delta_Mice/links/00b495240c50042a22000000/Enhanced-Spontaneous-and-Benzoapyrene-Induced-Mutations-in-the-Lung-of-Nrf2-Deficient-gpt-Delta-Mice.pdf
